SEQ	Code	Version	Class_Kind	Usage_Kind	Super_Class	Label	REF	Children_count	Descendant_count	PATH
17465	W78.0	2019	category		W78	Inhalation of gastric contents (Home)				
17466	W78.1	2019	category		W78	Inhalation of gastric contents (Residential institution)				
17467	W78.2	2019	category		W78	Inhalation of gastric contents (School, other institution and public administrative area)				
17468	W78.3	2019	category		W78	Inhalation of gastric contents (Sports and athletics area)				
17469	W78.4	2019	category		W78	Inhalation of gastric contents (Street and highway)				
17470	W78.5	2019	category		W78	Inhalation of gastric contents (Trade and service area)				
17471	W78.6	2019	category		W78	Inhalation of gastric contents (Industrial and construction area)				
17472	W78.7	2019	category		W78	Inhalation of gastric contents (Farm)				
17473	W78.8	2019	category		W78	Inhalation of gastric contents (Other specified places)				
17474	W78.9	2019	category		W78	Inhalation of gastric contents (Unspecified place)				
17475	W79	2019	category		W75-W84	Inhalation and ingestion of food causing obstruction of respiratory tract		0	0	ICD10 2019~XX~V01-X59~W00-X59~W75-W84
17476	W79.0	2019	category		W79	Inhalation and ingestion of food causing obstruction of respiratory tract (Home)				
17477	W79.1	2019	category		W79	Inhalation and ingestion of food causing obstruction of respiratory tract (Residential institution)				
17478	W79.2	2019	category		W79	Inhalation and ingestion of food causing obstruction of respiratory tract (School, other institution and public administrative area)				
17479	W79.3	2019	category		W79	Inhalation and ingestion of food causing obstruction of respiratory tract (Sports and athletics area)				
17480	W79.4	2019	category		W79	Inhalation and ingestion of food causing obstruction of respiratory tract (Street and highway)				
17481	W79.5	2019	category		W79	Inhalation and ingestion of food causing obstruction of respiratory tract (Trade and service area)				
17482	W79.6	2019	category		W79	Inhalation and ingestion of food causing obstruction of respiratory tract (Industrial and construction area)				
17483	W79.7	2019	category		W79	Inhalation and ingestion of food causing obstruction of respiratory tract (Farm)				
17484	W79.8	2019	category		W79	Inhalation and ingestion of food causing obstruction of respiratory tract (Other specified places)				
17485	W79.9	2019	category		W79	Inhalation and ingestion of food causing obstruction of respiratory tract (Unspecified place)				
17486	W80	2019	category		W75-W84	Inhalation and ingestion of other objects causing obstruction of respiratory tract		0	0	ICD10 2019~XX~V01-X59~W00-X59~W75-W84
17487	W80.0	2019	category		W80	Inhalation and ingestion of other objects causing obstruction of respiratory tract (Home)				
17488	W80.1	2019	category		W80	Inhalation and ingestion of other objects causing obstruction of respiratory tract (Residential institution)				
17489	W80.2	2019	category		W80	Inhalation and ingestion of other objects causing obstruction of respiratory tract (School, other institution and public administrative area)				
17490	W80.3	2019	category		W80	Inhalation and ingestion of other objects causing obstruction of respiratory tract (Sports and athletics area)				
17491	W80.4	2019	category		W80	Inhalation and ingestion of other objects causing obstruction of respiratory tract (Street and highway)				
17492	W80.5	2019	category		W80	Inhalation and ingestion of other objects causing obstruction of respiratory tract (Trade and service area)				
17493	W80.6	2019	category		W80	Inhalation and ingestion of other objects causing obstruction of respiratory tract (Industrial and construction area)				
17494	W80.7	2019	category		W80	Inhalation and ingestion of other objects causing obstruction of respiratory tract (Farm)				
17495	W80.8	2019	category		W80	Inhalation and ingestion of other objects causing obstruction of respiratory tract (Other specified places)				
17496	W80.9	2019	category		W80	Inhalation and ingestion of other objects causing obstruction of respiratory tract (Unspecified place)				
17497	W81	2019	category		W75-W84	Confined to or trapped in a low-oxygen environment		0	0	ICD10 2019~XX~V01-X59~W00-X59~W75-W84
17498	W81.0	2019	category		W81	Confined to or trapped in a low-oxygen environment (Home)				
17499	W81.1	2019	category		W81	Confined to or trapped in a low-oxygen environment (Residential institution)				
17500	W81.2	2019	category		W81	Confined to or trapped in a low-oxygen environment (School, other institution and public administrative area)				
17501	W81.3	2019	category		W81	Confined to or trapped in a low-oxygen environment (Sports and athletics area)				
17502	W81.4	2019	category		W81	Confined to or trapped in a low-oxygen environment (Street and highway)				
17503	W81.5	2019	category		W81	Confined to or trapped in a low-oxygen environment (Trade and service area)				
17504	W81.6	2019	category		W81	Confined to or trapped in a low-oxygen environment (Industrial and construction area)				
17505	W81.7	2019	category		W81	Confined to or trapped in a low-oxygen environment (Farm)				
17506	W81.8	2019	category		W81	Confined to or trapped in a low-oxygen environment (Other specified places)				
17507	W81.9	2019	category		W81	Confined to or trapped in a low-oxygen environment (Unspecified place)				
17508	W83	2019	category		W75-W84	Other specified threats to breathing		0	0	ICD10 2019~XX~V01-X59~W00-X59~W75-W84
17509	W83.0	2019	category		W83	Other specified threats to breathing (Home)				
17510	W83.1	2019	category		W83	Other specified threats to breathing (Residential institution)				
17511	W83.2	2019	category		W83	Other specified threats to breathing (School, other institution and public administrative area)				
17512	W83.3	2019	category		W83	Other specified threats to breathing (Sports and athletics area)				
17513	W83.4	2019	category		W83	Other specified threats to breathing (Street and highway)				
17514	W83.5	2019	category		W83	Other specified threats to breathing (Trade and service area)				
17515	W83.6	2019	category		W83	Other specified threats to breathing (Industrial and construction area)				
17516	W83.7	2019	category		W83	Other specified threats to breathing (Farm)				
17517	W83.8	2019	category		W83	Other specified threats to breathing (Other specified places)				
17518	W83.9	2019	category		W83	Other specified threats to breathing (Unspecified place)				
17519	W84	2019	category		W75-W84	Unspecified threat to breathing		0	0	ICD10 2019~XX~V01-X59~W00-X59~W75-W84
17520	W84.0	2019	category		W84	Unspecified threat to breathing (Home)				
17521	W84.1	2019	category		W84	Unspecified threat to breathing (Residential institution)				
17522	W84.2	2019	category		W84	Unspecified threat to breathing (School, other institution and public administrative area)				
17523	W84.3	2019	category		W84	Unspecified threat to breathing (Sports and athletics area)				
17524	W84.4	2019	category		W84	Unspecified threat to breathing (Street and highway)				
17525	W84.5	2019	category		W84	Unspecified threat to breathing (Trade and service area)				
17526	W84.6	2019	category		W84	Unspecified threat to breathing (Industrial and construction area)				
17527	W84.7	2019	category		W84	Unspecified threat to breathing (Farm)				
17528	W84.8	2019	category		W84	Unspecified threat to breathing (Other specified places)				
17529	W84.9	2019	category		W84	Unspecified threat to breathing (Unspecified place)				
17530	W85-W99	2019	block		W00-X59	Exposure to electric current, radiation and extreme ambient air temperature and pressure		11	0	ICD10 2019~XX~V01-X59~W00-X59
17531	W85	2019	category		W85-W99	Exposure to electric transmission lines		0	0	ICD10 2019~XX~V01-X59~W00-X59~W85-W99
17532	W85.0	2019	category		W85	Exposure to electric transmission lines (Home)				
17533	W85.1	2019	category		W85	Exposure to electric transmission lines (Residential institution)				
17534	W85.2	2019	category		W85	Exposure to electric transmission lines (School, other institution and public administrative area)				
17535	W85.3	2019	category		W85	Exposure to electric transmission lines (Sports and athletics area)				
17536	W85.4	2019	category		W85	Exposure to electric transmission lines (Street and highway)				
17537	W85.5	2019	category		W85	Exposure to electric transmission lines (Trade and service area)				
17538	W85.6	2019	category		W85	Exposure to electric transmission lines (Industrial and construction area)				
17539	W85.7	2019	category		W85	Exposure to electric transmission lines (Farm)				
17540	W85.8	2019	category		W85	Exposure to electric transmission lines (Other specified places)				
17541	W85.9	2019	category		W85	Exposure to electric transmission lines (Unspecified place)				
17542	W86	2019	category		W85-W99	Exposure to other specified electric current		0	0	ICD10 2019~XX~V01-X59~W00-X59~W85-W99
17543	W86.0	2019	category		W86	Exposure to other specified electric current (Home)				
17544	W86.1	2019	category		W86	Exposure to other specified electric current (Residential institution)				
17545	W86.2	2019	category		W86	Exposure to other specified electric current (School, other institution and public administrative area)				
17546	W86.3	2019	category		W86	Exposure to other specified electric current (Sports and athletics area)				
17547	W86.4	2019	category		W86	Exposure to other specified electric current (Street and highway)				
17548	W86.5	2019	category		W86	Exposure to other specified electric current (Trade and service area)				
17549	W86.6	2019	category		W86	Exposure to other specified electric current (Industrial and construction area)				
17550	W86.7	2019	category		W86	Exposure to other specified electric current (Farm)				
17551	W86.8	2019	category		W86	Exposure to other specified electric current (Other specified places)				
17552	W86.9	2019	category		W86	Exposure to other specified electric current (Unspecified place)				
17553	W87	2019	category		W85-W99	Exposure to unspecified electric current		0	0	ICD10 2019~XX~V01-X59~W00-X59~W85-W99
17554	W87.0	2019	category		W87	Exposure to unspecified electric current (Home)				
17555	W87.1	2019	category		W87	Exposure to unspecified electric current (Residential institution)				
17556	W87.2	2019	category		W87	Exposure to unspecified electric current (School, other institution and public administrative area)				
17557	W87.3	2019	category		W87	Exposure to unspecified electric current (Sports and athletics area)				
17558	W87.4	2019	category		W87	Exposure to unspecified electric current (Street and highway)				
17559	W87.5	2019	category		W87	Exposure to unspecified electric current (Trade and service area)				
17560	W87.6	2019	category		W87	Exposure to unspecified electric current (Industrial and construction area)				
17561	W87.7	2019	category		W87	Exposure to unspecified electric current (Farm)				
17562	W87.8	2019	category		W87	Exposure to unspecified electric current (Other specified places)				
17563	W87.9	2019	category		W87	Exposure to unspecified electric current (Unspecified place)				
17564	W88	2019	category		W85-W99	Exposure to ionizing radiation		0	0	ICD10 2019~XX~V01-X59~W00-X59~W85-W99
17565	W88.0	2019	category		W88	Exposure to ionizing radiation (Home)				
17566	W88.1	2019	category		W88	Exposure to ionizing radiation (Residential institution)				
17567	W88.2	2019	category		W88	Exposure to ionizing radiation (School, other institution and public administrative area)				
17568	W88.3	2019	category		W88	Exposure to ionizing radiation (Sports and athletics area)				
17569	W88.4	2019	category		W88	Exposure to ionizing radiation (Street and highway)				
17570	W88.5	2019	category		W88	Exposure to ionizing radiation (Trade and service area)				
17571	W88.6	2019	category		W88	Exposure to ionizing radiation (Industrial and construction area)				
17572	W88.7	2019	category		W88	Exposure to ionizing radiation (Farm)				
17573	W88.8	2019	category		W88	Exposure to ionizing radiation (Other specified places)				
17574	W88.9	2019	category		W88	Exposure to ionizing radiation (Unspecified place)				
17575	W89	2019	category		W85-W99	Exposure to man-made visible and ultraviolet light		0	0	ICD10 2019~XX~V01-X59~W00-X59~W85-W99
17576	W89.0	2019	category		W89	Exposure to man-made visible and ultraviolet light (Home)				
17577	W89.1	2019	category		W89	Exposure to man-made visible and ultraviolet light (Residential institution)				
17578	W89.2	2019	category		W89	Exposure to man-made visible and ultraviolet light (School, other institution and public administrative area)				
17579	W89.3	2019	category		W89	Exposure to man-made visible and ultraviolet light (Sports and athletics area)				
17580	W89.4	2019	category		W89	Exposure to man-made visible and ultraviolet light (Street and highway)				
17581	W89.5	2019	category		W89	Exposure to man-made visible and ultraviolet light (Trade and service area)				
17582	W89.6	2019	category		W89	Exposure to man-made visible and ultraviolet light (Industrial and construction area)				
17583	W89.7	2019	category		W89	Exposure to man-made visible and ultraviolet light (Farm)				
17584	W89.8	2019	category		W89	Exposure to man-made visible and ultraviolet light (Other specified places)				
17585	W89.9	2019	category		W89	Exposure to man-made visible and ultraviolet light (Unspecified place)				
17586	W90	2019	category		W85-W99	Exposure to other nonionizing radiation		0	0	ICD10 2019~XX~V01-X59~W00-X59~W85-W99
17587	W90.0	2019	category		W90	Exposure to other nonionizing radiation (Home)				
17588	W90.1	2019	category		W90	Exposure to other nonionizing radiation (Residential institution)				
17589	W90.2	2019	category		W90	Exposure to other nonionizing radiation (School, other institution and public administrative area)				
17590	W90.3	2019	category		W90	Exposure to other nonionizing radiation (Sports and athletics area)				
17591	W90.4	2019	category		W90	Exposure to other nonionizing radiation (Street and highway)				
17592	W90.5	2019	category		W90	Exposure to other nonionizing radiation (Trade and service area)				
17593	W90.6	2019	category		W90	Exposure to other nonionizing radiation (Industrial and construction area)				
17594	W90.7	2019	category		W90	Exposure to other nonionizing radiation (Farm)				
17595	W90.8	2019	category		W90	Exposure to other nonionizing radiation (Other specified places)				
17596	W90.9	2019	category		W90	Exposure to other nonionizing radiation (Unspecified place)				
17597	W91	2019	category		W85-W99	Exposure to unspecified type of radiation		0	0	ICD10 2019~XX~V01-X59~W00-X59~W85-W99
17598	W91.0	2019	category		W91	Exposure to unspecified type of radiation (Home)				
17599	W91.1	2019	category		W91	Exposure to unspecified type of radiation (Residential institution)				
17600	W91.2	2019	category		W91	Exposure to unspecified type of radiation (School, other institution and public administrative area)				
17601	W91.3	2019	category		W91	Exposure to unspecified type of radiation (Sports and athletics area)				
17602	W91.4	2019	category		W91	Exposure to unspecified type of radiation (Street and highway)				
17603	W91.5	2019	category		W91	Exposure to unspecified type of radiation (Trade and service area)				
17604	W91.6	2019	category		W91	Exposure to unspecified type of radiation (Industrial and construction area)				
17605	W91.7	2019	category		W91	Exposure to unspecified type of radiation (Farm)				
17606	W91.8	2019	category		W91	Exposure to unspecified type of radiation (Other specified places)				
17607	W91.9	2019	category		W91	Exposure to unspecified type of radiation (Unspecified place)				
17608	W92	2019	category		W85-W99	Exposure to excessive heat of man-made origin		0	0	ICD10 2019~XX~V01-X59~W00-X59~W85-W99
17609	W92.0	2019	category		W92	Exposure to excessive heat of man-made origin (Home)				
17610	W92.1	2019	category		W92	Exposure to excessive heat of man-made origin (Residential institution)				
17611	W92.2	2019	category		W92	Exposure to excessive heat of man-made origin (School, other institution and public administrative area)				
17612	W92.3	2019	category		W92	Exposure to excessive heat of man-made origin (Sports and athletics area)				
17613	W92.4	2019	category		W92	Exposure to excessive heat of man-made origin (Street and highway)				
17614	W92.5	2019	category		W92	Exposure to excessive heat of man-made origin (Trade and service area)				
17615	W92.6	2019	category		W92	Exposure to excessive heat of man-made origin (Industrial and construction area)				
17616	W92.7	2019	category		W92	Exposure to excessive heat of man-made origin (Farm)				
17617	W92.8	2019	category		W92	Exposure to excessive heat of man-made origin (Other specified places)				
17618	W92.9	2019	category		W92	Exposure to excessive heat of man-made origin (Unspecified place)				
17619	W93	2019	category		W85-W99	Exposure to excessive cold of man-made origin		0	0	ICD10 2019~XX~V01-X59~W00-X59~W85-W99
17620	W93.0	2019	category		W93	Exposure to excessive cold of man-made origin (Home)				
17621	W93.1	2019	category		W93	Exposure to excessive cold of man-made origin (Residential institution)				
17622	W93.2	2019	category		W93	Exposure to excessive cold of man-made origin (School, other institution and public administrative area)				
17623	W93.3	2019	category		W93	Exposure to excessive cold of man-made origin (Sports and athletics area)				
17624	W93.4	2019	category		W93	Exposure to excessive cold of man-made origin (Street and highway)				
17625	W93.5	2019	category		W93	Exposure to excessive cold of man-made origin (Trade and service area)				
17626	W93.6	2019	category		W93	Exposure to excessive cold of man-made origin (Industrial and construction area)				
17627	W93.7	2019	category		W93	Exposure to excessive cold of man-made origin (Farm)				
17628	W93.8	2019	category		W93	Exposure to excessive cold of man-made origin (Other specified places)				
17629	W93.9	2019	category		W93	Exposure to excessive cold of man-made origin (Unspecified place)				
17630	W94	2019	category		W85-W99	Exposure to high and low air pressure and changes in air pressure		0	0	ICD10 2019~XX~V01-X59~W00-X59~W85-W99
17631	W94.0	2019	category		W94	Exposure to high and low air pressure and changes in air pressure (Home)				
17632	W94.1	2019	category		W94	Exposure to high and low air pressure and changes in air pressure (Residential institution)				
17633	W94.2	2019	category		W94	Exposure to high and low air pressure and changes in air pressure (School, other institution and public administrative area)				
17634	W94.3	2019	category		W94	Exposure to high and low air pressure and changes in air pressure (Sports and athletics area)				
17635	W94.4	2019	category		W94	Exposure to high and low air pressure and changes in air pressure (Street and highway)				
17636	W94.5	2019	category		W94	Exposure to high and low air pressure and changes in air pressure (Trade and service area)				
17637	W94.6	2019	category		W94	Exposure to high and low air pressure and changes in air pressure (Industrial and construction area)				
17638	W94.7	2019	category		W94	Exposure to high and low air pressure and changes in air pressure (Farm)				
17639	W94.8	2019	category		W94	Exposure to high and low air pressure and changes in air pressure (Other specified places)				
17640	W94.9	2019	category		W94	Exposure to high and low air pressure and changes in air pressure (Unspecified place)				
17641	W99	2019	category		W85-W99	Exposure to other and unspecified man-made environmental factors		0	0	ICD10 2019~XX~V01-X59~W00-X59~W85-W99
17642	W99.0	2019	category		W99	Exposure to other and unspecified man-made environmental factors (Home)				
17643	W99.1	2019	category		W99	Exposure to other and unspecified man-made environmental factors (Residential institution)				
17644	W99.2	2019	category		W99	Exposure to other and unspecified man-made environmental factors (School, other institution and public administrative area)				
17645	W99.3	2019	category		W99	Exposure to other and unspecified man-made environmental factors (Sports and athletics area)				
17646	W99.4	2019	category		W99	Exposure to other and unspecified man-made environmental factors (Street and highway)				
17647	W99.5	2019	category		W99	Exposure to other and unspecified man-made environmental factors (Trade and service area)				
17648	W99.6	2019	category		W99	Exposure to other and unspecified man-made environmental factors (Industrial and construction area)				
17649	W99.7	2019	category		W99	Exposure to other and unspecified man-made environmental factors (Farm)				
17650	W99.8	2019	category		W99	Exposure to other and unspecified man-made environmental factors (Other specified places)				
17651	W99.9	2019	category		W99	Exposure to other and unspecified man-made environmental factors (Unspecified place)				
17652	X00-X09	2019	block		W00-X59	Exposure to smoke, fire and flames		9	0	ICD10 2019~XX~V01-X59~W00-X59
17653	X00	2019	category		X00-X09	Exposure to uncontrolled fire in building or structure		0	0	ICD10 2019~XX~V01-X59~W00-X59~X00-X09
17654	X00.0	2019	category		X00	Exposure to uncontrolled fire in building or structure (Home)				
17655	X00.1	2019	category		X00	Exposure to uncontrolled fire in building or structure (Residential institution)				
17656	X00.2	2019	category		X00	Exposure to uncontrolled fire in building or structure (School, other institution and public administrative area)				
17657	X00.3	2019	category		X00	Exposure to uncontrolled fire in building or structure (Sports and athletics area)				
17658	X00.4	2019	category		X00	Exposure to uncontrolled fire in building or structure (Street and highway)				
17659	X00.5	2019	category		X00	Exposure to uncontrolled fire in building or structure (Trade and service area)				
17660	X00.6	2019	category		X00	Exposure to uncontrolled fire in building or structure (Industrial and construction area)				
17661	X00.7	2019	category		X00	Exposure to uncontrolled fire in building or structure (Farm)				
17662	X00.8	2019	category		X00	Exposure to uncontrolled fire in building or structure (Other specified places)				
17663	X00.9	2019	category		X00	Exposure to uncontrolled fire in building or structure (Unspecified place)				
17664	X01	2019	category		X00-X09	Exposure to uncontrolled fire, not in building or structure		0	0	ICD10 2019~XX~V01-X59~W00-X59~X00-X09
17665	X01.0	2019	category		X01	Exposure to uncontrolled fire, not in building or structure (Home)				
17666	X01.1	2019	category		X01	Exposure to uncontrolled fire, not in building or structure (Residential institution)				
17667	X01.2	2019	category		X01	Exposure to uncontrolled fire, not in building or structure (School, other institution and public administrative area)				
17668	X01.3	2019	category		X01	Exposure to uncontrolled fire, not in building or structure (Sports and athletics area)				
17669	X01.4	2019	category		X01	Exposure to uncontrolled fire, not in building or structure (Street and highway)				
17670	X01.5	2019	category		X01	Exposure to uncontrolled fire, not in building or structure (Trade and service area)				
17671	X01.6	2019	category		X01	Exposure to uncontrolled fire, not in building or structure (Industrial and construction area)				
17672	X01.7	2019	category		X01	Exposure to uncontrolled fire, not in building or structure (Farm)				
17673	X01.8	2019	category		X01	Exposure to uncontrolled fire, not in building or structure (Other specified places)				
17674	X01.9	2019	category		X01	Exposure to uncontrolled fire, not in building or structure (Unspecified place)				
17675	X02	2019	category		X00-X09	Exposure to controlled fire in building or structure		0	0	ICD10 2019~XX~V01-X59~W00-X59~X00-X09
17676	X02.0	2019	category		X02	Exposure to controlled fire in building or structure (Home)				
17677	X02.1	2019	category		X02	Exposure to controlled fire in building or structure (Residential institution)				
17678	X02.2	2019	category		X02	Exposure to controlled fire in building or structure (School, other institution and public administrative area)				
17679	X02.3	2019	category		X02	Exposure to controlled fire in building or structure (Sports and athletics area)				
17680	X02.4	2019	category		X02	Exposure to controlled fire in building or structure (Street and highway)				
17681	X02.5	2019	category		X02	Exposure to controlled fire in building or structure (Trade and service area)				
17682	X02.6	2019	category		X02	Exposure to controlled fire in building or structure (Industrial and construction area)				
17683	X02.7	2019	category		X02	Exposure to controlled fire in building or structure (Farm)				
17684	X02.8	2019	category		X02	Exposure to controlled fire in building or structure (Other specified places)				
17685	X02.9	2019	category		X02	Exposure to controlled fire in building or structure (Unspecified place)				
17686	X03	2019	category		X00-X09	Exposure to controlled fire, not in building or structure		0	0	ICD10 2019~XX~V01-X59~W00-X59~X00-X09
17687	X03.0	2019	category		X03	Exposure to controlled fire, not in building or structure (Home)				
17688	X03.1	2019	category		X03	Exposure to controlled fire, not in building or structure (Residential institution)				
17689	X03.2	2019	category		X03	Exposure to controlled fire, not in building or structure (School, other institution and public administrative area)				
17690	X03.3	2019	category		X03	Exposure to controlled fire, not in building or structure (Sports and athletics area)				
17691	X03.4	2019	category		X03	Exposure to controlled fire, not in building or structure (Street and highway)				
17692	X03.5	2019	category		X03	Exposure to controlled fire, not in building or structure (Trade and service area)				
17693	X03.6	2019	category		X03	Exposure to controlled fire, not in building or structure (Industrial and construction area)				
17694	X03.7	2019	category		X03	Exposure to controlled fire, not in building or structure (Farm)				
17695	X03.8	2019	category		X03	Exposure to controlled fire, not in building or structure (Other specified places)				
17696	X03.9	2019	category		X03	Exposure to controlled fire, not in building or structure (Unspecified place)				
17697	X04	2019	category		X00-X09	Exposure to ignition of highly flammable material		0	0	ICD10 2019~XX~V01-X59~W00-X59~X00-X09
17698	X04.0	2019	category		X04	Exposure to ignition of highly flammable material (Home)				
17699	X04.1	2019	category		X04	Exposure to ignition of highly flammable material (Residential institution)				
17700	X04.2	2019	category		X04	Exposure to ignition of highly flammable material (School, other institution and public administrative area)				
17701	X04.3	2019	category		X04	Exposure to ignition of highly flammable material (Sports and athletics area)				
17702	X04.4	2019	category		X04	Exposure to ignition of highly flammable material (Street and highway)				
17703	X04.5	2019	category		X04	Exposure to ignition of highly flammable material (Trade and service area)				
17704	X04.6	2019	category		X04	Exposure to ignition of highly flammable material (Industrial and construction area)				
17705	X04.7	2019	category		X04	Exposure to ignition of highly flammable material (Farm)				
17706	X04.8	2019	category		X04	Exposure to ignition of highly flammable material (Other specified places)				
17707	X04.9	2019	category		X04	Exposure to ignition of highly flammable material (Unspecified place)				
17708	X05	2019	category		X00-X09	Exposure to ignition or melting of nightwear		0	0	ICD10 2019~XX~V01-X59~W00-X59~X00-X09
17709	X05.0	2019	category		X05	Exposure to ignition or melting of nightwear (Home)				
17710	X05.1	2019	category		X05	Exposure to ignition or melting of nightwear (Residential institution)				
17711	X05.2	2019	category		X05	Exposure to ignition or melting of nightwear (School, other institution and public administrative area)				
17712	X05.3	2019	category		X05	Exposure to ignition or melting of nightwear (Sports and athletics area)				
17713	X05.4	2019	category		X05	Exposure to ignition or melting of nightwear (Street and highway)				
17714	X05.5	2019	category		X05	Exposure to ignition or melting of nightwear (Trade and service area)				
17715	X05.6	2019	category		X05	Exposure to ignition or melting of nightwear (Industrial and construction area)				
17716	X05.7	2019	category		X05	Exposure to ignition or melting of nightwear (Farm)				
17717	X05.8	2019	category		X05	Exposure to ignition or melting of nightwear (Other specified places)				
17718	X05.9	2019	category		X05	Exposure to ignition or melting of nightwear (Unspecified place)				
17719	X06	2019	category		X00-X09	Exposure to ignition or melting of other clothing and apparel		0	0	ICD10 2019~XX~V01-X59~W00-X59~X00-X09
17720	X06.0	2019	category		X06	Exposure to ignition or melting of other clothing and apparel (Home)				
17721	X06.1	2019	category		X06	Exposure to ignition or melting of other clothing and apparel (Residential institution)				
17722	X06.2	2019	category		X06	Exposure to ignition or melting of other clothing and apparel (School, other institution and public administrative area)				
17723	X06.3	2019	category		X06	Exposure to ignition or melting of other clothing and apparel (Sports and athletics area)				
17724	X06.4	2019	category		X06	Exposure to ignition or melting of other clothing and apparel (Street and highway)				
17725	X06.5	2019	category		X06	Exposure to ignition or melting of other clothing and apparel (Trade and service area)				
17726	X06.6	2019	category		X06	Exposure to ignition or melting of other clothing and apparel (Industrial and construction area)				
17727	X06.7	2019	category		X06	Exposure to ignition or melting of other clothing and apparel (Farm)				
17728	X06.8	2019	category		X06	Exposure to ignition or melting of other clothing and apparel (Other specified places)				
17729	X06.9	2019	category		X06	Exposure to ignition or melting of other clothing and apparel (Unspecified place)				
17730	X08	2019	category		X00-X09	Exposure to other specified smoke, fire and flames		0	0	ICD10 2019~XX~V01-X59~W00-X59~X00-X09
17731	X08.0	2019	category		X08	Exposure to other specified smoke, fire and flames (Home)				
17732	X08.1	2019	category		X08	Exposure to other specified smoke, fire and flames (Residential institution)				
17733	X08.2	2019	category		X08	Exposure to other specified smoke, fire and flames (School, other institution and public administrative area)				
17734	X08.3	2019	category		X08	Exposure to other specified smoke, fire and flames (Sports and athletics area)				
17735	X08.4	2019	category		X08	Exposure to other specified smoke, fire and flames (Street and highway)				
17736	X08.5	2019	category		X08	Exposure to other specified smoke, fire and flames (Trade and service area)				
17737	X08.6	2019	category		X08	Exposure to other specified smoke, fire and flames (Industrial and construction area)				
17738	X08.7	2019	category		X08	Exposure to other specified smoke, fire and flames (Farm)				
17739	X08.8	2019	category		X08	Exposure to other specified smoke, fire and flames (Other specified places)				
17740	X08.9	2019	category		X08	Exposure to other specified smoke, fire and flames (Unspecified place)				
17741	X09	2019	category		X00-X09	Exposure to unspecified smoke, fire and flames		0	0	ICD10 2019~XX~V01-X59~W00-X59~X00-X09
17742	X09.0	2019	category		X09	Exposure to unspecified smoke, fire and flames (Home)				
17743	X09.1	2019	category		X09	Exposure to unspecified smoke, fire and flames (Residential institution)				
17744	X09.2	2019	category		X09	Exposure to unspecified smoke, fire and flames (School, other institution and public administrative area)				
17745	X09.3	2019	category		X09	Exposure to unspecified smoke, fire and flames (Sports and athletics area)				
17746	X09.4	2019	category		X09	Exposure to unspecified smoke, fire and flames (Street and highway)				
17747	X09.5	2019	category		X09	Exposure to unspecified smoke, fire and flames (Trade and service area)				
17748	X09.6	2019	category		X09	Exposure to unspecified smoke, fire and flames (Industrial and construction area)				
17749	X09.7	2019	category		X09	Exposure to unspecified smoke, fire and flames (Farm)				
17750	X09.8	2019	category		X09	Exposure to unspecified smoke, fire and flames (Other specified places)				
17751	X09.9	2019	category		X09	Exposure to unspecified smoke, fire and flames (Unspecified place)				
17752	X10-X19	2019	block		W00-X59	Contact with heat and hot substances		10	0	ICD10 2019~XX~V01-X59~W00-X59
17753	X10	2019	category		X10-X19	Contact with hot drinks, food, fats and cooking oils		0	0	ICD10 2019~XX~V01-X59~W00-X59~X10-X19
17754	X10.0	2019	category		X10	Contact with hot drinks, food, fats and cooking oils (Home)				
17755	X10.1	2019	category		X10	Contact with hot drinks, food, fats and cooking oils (Residential institution)				
17756	X10.2	2019	category		X10	Contact with hot drinks, food, fats and cooking oils (School, other institution and public administrative area)				
17757	X10.3	2019	category		X10	Contact with hot drinks, food, fats and cooking oils (Sports and athletics area)				
17758	X10.4	2019	category		X10	Contact with hot drinks, food, fats and cooking oils (Street and highway)				
17759	X10.5	2019	category		X10	Contact with hot drinks, food, fats and cooking oils (Trade and service area)				
17760	X10.6	2019	category		X10	Contact with hot drinks, food, fats and cooking oils (Industrial and construction area)				
17761	X10.7	2019	category		X10	Contact with hot drinks, food, fats and cooking oils (Farm)				
17762	X10.8	2019	category		X10	Contact with hot drinks, food, fats and cooking oils (Other specified places)				
17763	X10.9	2019	category		X10	Contact with hot drinks, food, fats and cooking oils (Unspecified place)				
17764	X11	2019	category		X10-X19	Contact with hot tap-water		0	0	ICD10 2019~XX~V01-X59~W00-X59~X10-X19
17765	X11.0	2019	category		X11	Contact with hot tap-water (Home)				
17766	X11.1	2019	category		X11	Contact with hot tap-water (Residential institution)				
17767	X11.2	2019	category		X11	Contact with hot tap-water (School, other institution and public administrative area)				
17768	X11.3	2019	category		X11	Contact with hot tap-water (Sports and athletics area)				
17769	X11.4	2019	category		X11	Contact with hot tap-water (Street and highway)				
17770	X11.5	2019	category		X11	Contact with hot tap-water (Trade and service area)				
17771	X11.6	2019	category		X11	Contact with hot tap-water (Industrial and construction area)				
17772	X11.7	2019	category		X11	Contact with hot tap-water (Farm)				
17773	X11.8	2019	category		X11	Contact with hot tap-water (Other specified places)				
17774	X11.9	2019	category		X11	Contact with hot tap-water (Unspecified place)				
17775	X12	2019	category		X10-X19	Contact with other hot fluids		0	0	ICD10 2019~XX~V01-X59~W00-X59~X10-X19
17776	X12.0	2019	category		X12	Contact with other hot fluids (Home)				
17777	X12.1	2019	category		X12	Contact with other hot fluids (Residential institution)				
